#Step   Etot   PotE Ktot  T
570 0.817724 -1.628578  2.446302 2.45
571 0.817712 -1.640926  2.458639 2.46
572 0.817757 -1.645793  2.463550 2.46
573 0.817852 -1.643914  2.461766 2.46
574 0.817976 -1.636788  2.454764 2.45
575 0.818102 -1.626378  2.444480 2.44
576 0.818202 -1.614685  2.432887 2.43
577 0.818255 -1.603324  2.421579 2.42
578 0.818255 -1.593214  2.411469 2.41
579 0.818206 -1.584451  2.402658 2.40
580 0.818124 -1.576376  2.394500 2.39
581 0.818033 -1.567806  2.385839 2.39
582 0.817961 -1.557408  2.375370 2.38
583 0.817931 -1.544115  2.362047 2.36
584 0.817950 -1.527456  2.345406 2.35
585 0.818008 -1.507671  2.325679 2.33
586 0.818083 -1.485581  2.303664 2.30
587 0.818156 -1.462291  2.280447 2.28
588 0.818211 -1.438884  2.257095 2.26
589 0.818246 -1.416215  2.234461 2.23
590 0.818261 -1.394839  2.213100 2.21
591 0.818263 -1.375032  2.193295 2.19
592 0.818258 -1.356869  2.175127 2.18
593 0.818254 -1.340322  2.158576 2.16
594 0.818258 -1.325383  2.143642 2.14
595 0.818275 -1.312171  2.130447 2.13
596 0.818303 -1.300986  2.119289 2.12
597 0.818332 -1.292270  2.110602 2.11
598 0.818352 -1.286487  2.104840 2.10
599 0.818355 -1.283966  2.102321 2.10
600 0.818336 -1.284767  2.103104 2.10
601 0.818298 -1.288639  2.106937 2.11
602 0.818243 -1.295027  2.113270 2.11
603 0.818174 -1.303126  2.121300 2.12
604 0.818096 -1.311927  2.130023 2.13
605 0.818018 -1.320303  2.138322 2.14
606 0.817961 -1.327175  2.145136 2.15
607 0.817947 -1.331794  2.149741 2.15
608 0.817993 -1.334064  2.152056 2.15
609 0.818094 -1.334749  2.152843 2.15
610 0.818223 -1.335401  2.153623 2.15
611 0.818339 -1.337932  2.156271 2.16
612 0.818408 -1.344020  2.162428 2.16
613 0.818420 -1.354611  2.173031 2.17
614 0.818392 -1.369782  2.188174 2.19
615 0.818349 -1.388953  2.207302 2.21
616 0.818311 -1.411266  2.229578 2.23
617 0.818287 -1.435891  2.254178 2.25
618 0.818272 -1.462159  2.280431 2.28
619 0.818256 -1.489534  2.307790 2.31
620 0.818226 -1.517469  2.335695 2.34
621 0.818174 -1.545236  2.363410 2.36
622 0.818097 -1.571808  2.389905 2.39
623 0.818002 -1.595829  2.413832 2.41
624 0.817903 -1.615727  2.433630 2.43
625 0.817819 -1.629918  2.447737 2.45
626 0.817767 -1.637098  2.454865 2.45
627 0.817764 -1.636515  2.454279 2.45
628 0.817814 -1.628189  2.446003 2.45
629 0.817912 -1.612989  2.430901 2.43
630 0.818041 -1.592543  2.410584 2.41
